id,event_timestamp,user_id,amount,interface,currency,tx_status
18435,2020-11-24 22:36:55.476000 UTC,ab8aa05e782481f55fc1412a97e7ac34,100,web,mxn,failed
18436,2020-11-24 22:41:49.177000 UTC,ab8aa05e782481f55fc1412a97e7ac34,100,web,mxn,failed
18437,2020-11-24 22:48:44.230000 UTC,ab8aa05e782481f55fc1412a97e7ac34,200,web,mxn,failed
27969,2021-04-06 14:57:11.278000 UTC,ab8aa05e782481f55fc1412a97e7ac34,1000,web,mxn,failed
27970,2021-04-06 14:59:47.056000 UTC,ab8aa05e782481f55fc1412a97e7ac34,1000,web,mxn,failed
52713,2022-01-07 09:50:25.352000 UTC,aba0ef6b58163530836522227f29688d,0.09707642,web,mana,failed
54774,2022-02-14 12:20:06.772000 UTC,aba0ef6b58163530836522227f29688d,50,app,mxn,failed
55318,2022-02-22 17:20:32.011000 UTC,aba0ef6b58163530836522227f29688d,5,web,ada,failed
55319,2022-02-22 17:25:11.152000 UTC,aba0ef6b58163530836522227f29688d,45,web,ada,failed
55352,2022-02-24 08:36:10.365000 UTC,aba0ef6b58163530836522227f29688d,1,web,ada,failed
55353,2022-02-24 09:01:11.618000 UTC,aba0ef6b58163530836522227f29688d,1,web,ada,failed
55600,2022-02-25 13:55:52.721000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
55872,2022-03-03 09:31:41.140000 UTC,aba0ef6b58163530836522227f29688d,54,web,mxn,failed
56381,2022-03-22 15:05:01.103000 UTC,aba0ef6b58163530836522227f29688d,54,web,mxn,failed
56382,2022-03-22 15:22:15.240000 UTC,aba0ef6b58163530836522227f29688d,1,web,mana,failed
56383,2022-03-22 15:27:01.155000 UTC,aba0ef6b58163530836522227f29688d,54,web,mxn,failed
56391,2022-03-22 15:39:15.572000 UTC,aba0ef6b58163530836522227f29688d,0.005,web,eth,failed
56392,2022-03-22 15:39:58.218000 UTC,aba0ef6b58163530836522227f29688d,0.00022999,web,btc,failed
57216,2022-04-27 10:54:53.527000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
57389,2022-04-28 13:52:42.293000 UTC,aba0ef6b58163530836522227f29688d,10000000,web,doge,failed
57394,2022-04-28 16:02:40.626000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
57623,2022-05-02 08:57:59.818000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
57911,2022-05-04 12:32:23.034000 UTC,aba0ef6b58163530836522227f29688d,70,web,mxn,failed
57912,2022-05-04 12:37:54.700000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
58146,2022-05-05 14:39:52.589000 UTC,aba0ef6b58163530836522227f29688d,95,web,mxn,failed
58198,2022-05-06 13:09:28.732000 UTC,aba0ef6b58163530836522227f29688d,75,web,mxn,failed
100393,2022-08-19 10:18:28.588000 UTC,aba0ef6b58163530836522227f29688d,10.19,web,usd,failed
100413,2022-08-19 12:46:15.846000 UTC,aba0ef6b58163530836522227f29688d,47.71,web,usd,failed
100548,2022-08-22 13:05:56.434000 UTC,aba0ef6b58163530836522227f29688d,49.19,web,usd,failed
104114,2022-11-18 08:39:18.674000 UTC,aba0ef6b58163530836522227f29688d,100,web,mxn,failed
107613,2023-02-01 09:40:13.231000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
107614,2023-02-01 09:41:15.467000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
107622,2023-02-01 12:10:10.552000 UTC,aba0ef6b58163530836522227f29688d,50,web,mxn,failed
29464,2021-04-21 09:24:21.778000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,0.0001,web,btc,failed
29465,2021-04-21 09:25:31.730000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,1,web,tusd,failed
37557,2021-06-05 05:28:26.933000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,10,web,usd,failed
37590,2021-06-05 05:50:32.172000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,22,web,usd,failed
37591,2021-06-05 05:51:57.302000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,22,web,usd,failed
37623,2021-06-05 06:04:48.192000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,2,web,usd,failed
37656,2021-06-05 06:11:06.224000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,3,web,usd,failed
37689,2021-06-05 17:01:39.174000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,3,web,mxn,failed
37690,2021-06-05 17:02:29.576000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,3,web,mxn,failed
37722,2021-06-05 20:59:13.951000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,2,web,mxn,failed
37755,2021-06-05 21:18:25.678000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,2,web,mxn,failed
37756,2021-06-05 21:19:16.759000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,3,web,mxn,failed
37788,2021-06-05 21:54:01.857000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,3,web,usd,failed
37821,2021-06-05 21:59:13.384000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,3,web,usd,failed
37822,2021-06-05 22:00:06.273000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,2,web,usd,failed
37823,2021-06-05 22:01:37.933000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,2,web,usd,failed
37854,2021-06-05 22:13:38.750000 UTC,ac56f8fe9eea3e4a365f29f0f1957c55,1,web,usd,failed
119093,2023-06-06 19:27:31.027000 UTC,aca32b8b77023b56de7d479add89e4f5,1,web,brl,failed
124625,2023-07-25 12:17:51.299000 UTC,aca32b8b77023b56de7d479add89e4f5,1,web,brl,failed
7904,2020-06-29 02:59:00.219000 UTC,ae0909a324fb2530e205e52d40266418,300,web,mxn,failed
20682,2021-01-04 20:40:39.951000 UTC,ae95296e27d7f695f891cd26b4f37078,10,app,mxn,failed
15252,2020-09-28 19:16:14.369000 UTC,b17446af05919be6e83500be7f5df5c4,1.5,web,mxn,failed
107568,2023-01-31 18:28:00.403000 UTC,b1c22d171a128f2defc188ce786fbbf8,72449,web,usd,failed
107569,2023-01-31 18:31:27.727000 UTC,b1c22d171a128f2defc188ce786fbbf8,71901,web,usd,failed
107570,2023-01-31 18:32:58.736000 UTC,b1c22d171a128f2defc188ce786fbbf8,71899,web,usd,failed
107592,2023-01-31 20:37:27.856000 UTC,b1c22d171a128f2defc188ce786fbbf8,71899,web,usd,failed
107596,2023-01-31 21:56:07.049000 UTC,b1c22d171a128f2defc188ce786fbbf8,499,web,usd,failed
107597,2023-01-31 22:06:07.454000 UTC,b1c22d171a128f2defc188ce786fbbf8,10,web,usd,failed
107639,2023-02-01 15:14:12.783000 UTC,b1c22d171a128f2defc188ce786fbbf8,72499,web,usd,failed
107648,2023-02-01 15:21:02.085000 UTC,b1c22d171a128f2defc188ce786fbbf8,50001,web,usd,failed
107653,2023-02-01 15:27:44.994000 UTC,b1c22d171a128f2defc188ce786fbbf8,40000,web,usd,failed
107654,2023-02-01 15:33:24.581000 UTC,b1c22d171a128f2defc188ce786fbbf8,39999,web,usd,failed
107655,2023-02-01 15:35:02.219000 UTC,b1c22d171a128f2defc188ce786fbbf8,30001,web,usd,failed
107656,2023-02-01 15:36:24.717000 UTC,b1c22d171a128f2defc188ce786fbbf8,30000,web,usd,failed
107657,2023-02-01 15:37:18.294000 UTC,b1c22d171a128f2defc188ce786fbbf8,29999,web,usd,failed
107658,2023-02-01 15:39:15.274000 UTC,b1c22d171a128f2defc188ce786fbbf8,22501,web,usd,failed
107659,2023-02-01 15:40:12.633000 UTC,b1c22d171a128f2defc188ce786fbbf8,22499,web,usd,failed
107660,2023-02-01 15:41:36.519000 UTC,b1c22d171a128f2defc188ce786fbbf8,21900,web,usd,failed
107661,2023-02-01 15:42:29.698000 UTC,b1c22d171a128f2defc188ce786fbbf8,21899,web,usd,failed
107662,2023-02-01 15:44:43.068000 UTC,b1c22d171a128f2defc188ce786fbbf8,21500,web,usd,failed
107663,2023-02-01 15:45:34.853000 UTC,b1c22d171a128f2defc188ce786fbbf8,21000,web,usd,failed
107664,2023-02-01 15:46:25.180000 UTC,b1c22d171a128f2defc188ce786fbbf8,20500,web,usd,failed
107666,2023-02-01 15:48:19.763000 UTC,b1c22d171a128f2defc188ce786fbbf8,20250,web,usd,failed
107667,2023-02-01 15:49:17.034000 UTC,b1c22d171a128f2defc188ce786fbbf8,20100,web,usd,failed
107668,2023-02-01 15:50:17.772000 UTC,b1c22d171a128f2defc188ce786fbbf8,20099,web,usd,failed
107669,2023-02-01 15:51:34.396000 UTC,b1c22d171a128f2defc188ce786fbbf8,20050,web,usd,failed
107670,2023-02-01 15:53:24.214000 UTC,b1c22d171a128f2defc188ce786fbbf8,20010,web,usd,failed
107671,2023-02-01 15:54:20.415000 UTC,b1c22d171a128f2defc188ce786fbbf8,20005,web,usd,failed
107672,2023-02-01 15:55:13.436000 UTC,b1c22d171a128f2defc188ce786fbbf8,20002,web,usd,failed
107673,2023-02-01 15:55:59.212000 UTC,b1c22d171a128f2defc188ce786fbbf8,20001,web,usd,failed
107675,2023-02-01 16:45:33.832000 UTC,b1c22d171a128f2defc188ce786fbbf8,70000,web,usd,failed
107676,2023-02-01 19:20:29.118000 UTC,b1c22d171a128f2defc188ce786fbbf8,70000,web,usd,failed
108767,2023-03-01 19:43:49.257000 UTC,b1c22d171a128f2defc188ce786fbbf8,5100,web,usd,failed
108777,2023-03-01 21:16:45.503000 UTC,b1c22d171a128f2defc188ce786fbbf8,5200,web,usd,failed
108778,2023-03-01 21:36:51.812000 UTC,b1c22d171a128f2defc188ce786fbbf8,5300,web,usd,failed
108786,2023-03-01 21:50:33.047000 UTC,b1c22d171a128f2defc188ce786fbbf8,5301,web,usd,failed
108787,2023-03-01 22:25:54.335000 UTC,b1c22d171a128f2defc188ce786fbbf8,5303,web,usd,failed
108788,2023-03-01 22:41:04.447000 UTC,b1c22d171a128f2defc188ce786fbbf8,5304,web,usd,failed
108812,2023-03-02 17:59:40.997000 UTC,b1c22d171a128f2defc188ce786fbbf8,5400,web,usd,failed
108813,2023-03-02 20:32:41.371000 UTC,b1c22d171a128f2defc188ce786fbbf8,5444,web,usd,failed
108821,2023-03-02 21:09:30.622000 UTC,b1c22d171a128f2defc188ce786fbbf8,5100,web,usd,failed
108870,2023-03-03 21:26:45.424000 UTC,b1c22d171a128f2defc188ce786fbbf8,2,web,btc,failed
108871,2023-03-03 21:28:23.370000 UTC,b1c22d171a128f2defc188ce786fbbf8,2,web,btc,failed
108878,2023-03-04 22:20:02.441000 UTC,b1c22d171a128f2defc188ce786fbbf8,2,web,btc,failed
108880,2023-03-04 23:47:11.233000 UTC,b1c22d171a128f2defc188ce786fbbf8,2,web,btc,failed
114066,2023-03-15 21:57:01.705000 UTC,b1c22d171a128f2defc188ce786fbbf8,60000,web,usd,failed
114194,2023-03-16 19:01:21.854000 UTC,b1c22d171a128f2defc188ce786fbbf8,60000,web,usd,failed
118106,2023-05-16 18:53:26.112000 UTC,b1c22d171a128f2defc188ce786fbbf8,51000,web,usd,failed
118107,2023-05-16 19:35:45.853000 UTC,b1c22d171a128f2defc188ce786fbbf8,51000,web,usd,failed
27894,2021-04-05 19:02:08.427000 UTC,b219f59c2dd596abfadbcecfc2277659,100,web,brl,failed
51505,2021-12-09 18:03:20.677000 UTC,b45f8e4366b41a30994d6b5b3bb2d51b,0.0005,app,btc,failed
53210,2022-01-18 19:13:06.040000 UTC,b45f8e4366b41a30994d6b5b3bb2d51b,0.005,app,btc,failed
53211,2022-01-18 19:14:34.312000 UTC,b45f8e4366b41a30994d6b5b3bb2d51b,125,app,usd,failed
2194,2020-04-02 21:35:05.831000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,1,web,xrp,failed
2195,2020-04-02 21:36:14.013000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,0.0102415,web,eth,failed
2196,2020-04-02 21:58:16.937000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,0.0102415,web,eth,failed
2197,2020-04-02 21:58:33.546000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,0.0102415,web,eth,failed
2198,2020-04-02 22:01:59.250000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,1.0002415,web,eth,failed
2199,2020-04-02 22:22:52.230000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,0.0102415,web,eth,failed
2200,2020-04-02 22:23:12.637000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,0.12,web,tusd,failed
2420,2020-04-28 01:44:26.100000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,50,web,mxn,failed
2421,2020-04-28 01:50:29.440000 UTC,b5dc4e5d9b495d0196f61d45b26ef33e,50,web,mxn,failed
98529,2022-08-12 09:53:40.185000 UTC,b6417f112bd27848533e54885b66c288,0.001,app,btc,failed
2474,2020-04-30 01:20:45.098000 UTC,b6617980ce90f637e68c3ebe8b9be745,150,web,mxn,failed
45168,2021-07-27 21:30:26.998000 UTC,b7b70189b9698f6213f2799fb12925e2,1,web,eth,failed
18763,2020-12-01 00:28:14.927000 UTC,b8cfbf77a3d250a4523ba67a65a7d031,4.6,app,dai,failed
49994,2021-11-11 15:30:57.753682 UTC,b8e69aa0fed278e996b3cfd79ae2aa4c,4.45,web,cop,failed
59675,2022-05-22 19:16:20.694000 UTC,b8e69aa0fed278e996b3cfd79ae2aa4c,10001,web,cop,failed
25037,2021-02-25 19:59:56.317000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
25128,2021-02-26 21:09:41.378000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
26143,2021-03-11 23:49:36.986000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
26399,2021-03-17 15:44:29.039000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
26848,2021-03-22 18:15:01.899000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
26885,2021-03-22 19:41:25.308000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
28393,2021-04-09 17:14:27.165000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
30052,2021-05-05 16:59:23.949000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
46143,2021-08-18 14:19:12.122000 UTC,bb44c2e24438b59f0d2109fec67f6b20,5,app,xrp,failed
54456,2022-02-09 20:23:32.028000 UTC,bb44c2e24438b59f0d2109fec67f6b20,1,app,xrp,failed
103996,2022-11-08 14:56:25.398000 UTC,bc7dcd53d7e23cf2e0e61ef748c905b0,1000,web,mxn,failed
29837,2021-04-27 04:30:44.013000 UTC,c11abfd29e4d9b4d4b566b01114d8486,250,app,brl,failed
30910,2021-05-21 20:21:08.380000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31004,2021-05-24 20:31:02.628000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,brl,failed
31005,2021-05-24 20:31:57.256000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,brl,failed
31006,2021-05-24 20:37:28.153000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,mxn,failed
31023,2021-05-25 02:51:46.777000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,brl,failed
31056,2021-05-25 04:26:29.977000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31089,2021-05-25 04:34:27.644000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31221,2021-05-25 05:27:00.862000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31287,2021-05-25 05:35:42.807000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31353,2021-05-25 05:47:07.439000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31386,2021-05-25 05:58:01.992000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31551,2021-05-25 15:52:11.919000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31584,2021-05-25 16:43:59.617000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31617,2021-05-25 16:51:03.044000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
31650,2021-05-25 18:07:44.849000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32772,2021-05-27 04:00:46.566000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32773,2021-05-27 04:01:23.404000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32805,2021-05-27 04:08:30.727000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32806,2021-05-27 04:09:37.792000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32807,2021-05-27 04:13:21.509000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32808,2021-05-27 04:14:51.120000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32838,2021-05-27 04:18:42.508000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32871,2021-05-27 04:20:28.727000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32904,2021-05-27 04:21:41.497000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32937,2021-05-27 04:26:02.094000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32970,2021-05-27 04:33:16.745000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32971,2021-05-27 04:36:21.212000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32972,2021-05-27 04:37:51.377000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32973,2021-05-27 04:38:50.970000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
32974,2021-05-27 04:39:26.446000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33003,2021-05-27 04:44:13.008000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33004,2021-05-27 04:45:25.128000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33005,2021-05-27 04:47:11.868000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33006,2021-05-27 04:48:29.413000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33036,2021-05-27 04:51:39.657000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33037,2021-05-27 04:51:59.170000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33069,2021-05-27 05:04:16.309000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33102,2021-05-27 05:31:33.743000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33103,2021-05-27 05:34:00.984000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
33234,2021-05-27 18:07:02.294000 UTC,c45ae64fa263499a6f605b9ee351c7d2,0.0005,web,btc,failed
33235,2021-05-27 18:07:42.433000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,brl,failed
33236,2021-05-27 18:08:10.679000 UTC,c45ae64fa263499a6f605b9ee351c7d2,0.0001,web,btc,failed
33267,2021-05-27 18:12:37.130000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,brl,failed
33630,2021-05-28 06:08:26.530000 UTC,c45ae64fa263499a6f605b9ee351c7d2,1,web,ars,failed
33795,2021-05-28 15:09:34.609000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,mxn,failed
37392,2021-06-04 22:57:04.488000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,brl,failed
37426,2021-06-04 23:08:43.124000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
37427,2021-06-04 23:10:39.673000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
37430,2021-06-04 23:11:59.121000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
37431,2021-06-04 23:12:16.355000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
37432,2021-06-04 23:13:08.958000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
37433,2021-06-04 23:13:35.481000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
37458,2021-06-04 23:16:18.076000 UTC,c45ae64fa263499a6f605b9ee351c7d2,100,web,ars,failed
37459,2021-06-04 23:16:57.133000 UTC,c45ae64fa263499a6f605b9ee351c7d2,1,web,eth,failed
38679,2021-06-08 15:45:46.390000 UTC,c45ae64fa263499a6f605b9ee351c7d2,400,web,ars,failed
38680,2021-06-08 15:48:57.010000 UTC,c45ae64fa263499a6f605b9ee351c7d2,500,web,ars,failed
38712,2021-06-08 15:54:28.101000 UTC,c45ae64fa263499a6f605b9ee351c7d2,200,web,ars,failed
40560,2021-06-14 22:06:42.823000 UTC,c45ae64fa263499a6f605b9ee351c7d2,106854,web,ars,failed
51743,2021-12-13 23:29:40.729000 UTC,c45ae64fa263499a6f605b9ee351c7d2,2000,web,mxn,failed
123936,2023-07-15 05:27:01.135000 UTC,c45ae64fa263499a6f605b9ee351c7d2,23,web,mxn,failed
124609,2023-07-24 16:37:17.139000 UTC,c45ae64fa263499a6f605b9ee351c7d2,0.0001,web,ltc,failed
124606,2023-07-24 16:05:18.691000 UTC,c45ae64fa263499a6f605b9ee351c7d2,0.0001,web,ltc,failed
124607,2023-07-24 16:06:15.055000 UTC,c45ae64fa263499a6f605b9ee351c7d2,0.00001,web,ltc,failed
101500,2022-08-30 18:18:35.328000 UTC,c6f32964ed71a81a16b0c3e047350c06,20,app,brl,failed
101501,2022-08-30 18:20:31.985000 UTC,c6f32964ed71a81a16b0c3e047350c06,500,app,brl,failed
3882,2020-05-19 20:52:40.297000 UTC,c8ed21db4f678f3b13b9d5ee16489088,24.19,web,mxn,failed
3888,2020-05-19 22:19:32.211000 UTC,c8ed21db4f678f3b13b9d5ee16489088,100,web,mxn,failed
4379,2020-05-26 14:36:40.662000 UTC,c8ed21db4f678f3b13b9d5ee16489088,100,web,mxn,failed
4380,2020-05-26 14:47:53.924000 UTC,c8ed21db4f678f3b13b9d5ee16489088,100,web,mxn,failed
12085,2020-08-20 18:50:54.190000 UTC,c8ed21db4f678f3b13b9d5ee16489088,1500,web,mxn,failed
1523,2020-01-10 18:26:45.660000 UTC,c8fbbc86abe8bd6a5eb6a3b4d0411301,10,app,mxn,failed
2029,2020-03-23 21:11:33.907000 UTC,ca9c267dad0305d1a6308d2a0cf1c39c,1500,web,mxn,failed
12171,2020-08-21 18:13:33.421000 UTC,ca9c267dad0305d1a6308d2a0cf1c39c,100,web,mxn,failed
12172,2020-08-21 18:15:15.599000 UTC,ca9c267dad0305d1a6308d2a0cf1c39c,1500,web,mxn,failed
50711,2021-11-25 02:21:18.604000 UTC,ca9c267dad0305d1a6308d2a0cf1c39c,500,web,mxn,failed
51368,2021-12-07 01:59:30.102000 UTC,ca9c267dad0305d1a6308d2a0cf1c39c,500,web,mxn,failed
51369,2021-12-07 01:59:56.999000 UTC,ca9c267dad0305d1a6308d2a0cf1c39c,600,web,mxn,failed
124236,2023-07-19 18:17:48.210000 UTC,cd42a075f19bf80f59b7d826c6c2d43d,1000000,web,ars,failed
124237,2023-07-19 19:27:02.992000 UTC,cd42a075f19bf80f59b7d826c6c2d43d,1,web,btc,failed
58018,2022-05-04 20:33:28.719000 UTC,ce4e66f7f29c8b37eff635378a9b9c0f,11,web,cop,failed
58026,2022-05-04 20:38:39.600000 UTC,ce4e66f7f29c8b37eff635378a9b9c0f,12,web,cop,failed
3596,2020-05-13 18:35:49.105000 UTC,d15426b9c324676610fbb01360473ed8,10,web,mxn,failed
3814,2020-05-15 00:16:11.696000 UTC,d15426b9c324676610fbb01360473ed8,1,web,mxn,failed
3818,2020-05-15 20:20:22.308000 UTC,d15426b9c324676610fbb01360473ed8,10,web,mxn,failed
3886,2020-05-19 21:59:23.662000 UTC,d15426b9c324676610fbb01360473ed8,1000,web,mxn,failed
3891,2020-05-20 03:59:15.312000 UTC,d15426b9c324676610fbb01360473ed8,100,web,mxn,failed
6494,2020-06-09 16:26:20.446000 UTC,d15426b9c324676610fbb01360473ed8,4000,web,mxn,failed
6495,2020-06-09 17:24:26.954000 UTC,d15426b9c324676610fbb01360473ed8,8000,web,mxn,failed
6728,2020-06-10 22:43:55.648000 UTC,d15426b9c324676610fbb01360473ed8,500,web,mxn,failed
6729,2020-06-10 22:46:58.429000 UTC,d15426b9c324676610fbb01360473ed8,600,web,mxn,failed
6874,2020-06-11 22:20:43.737000 UTC,d15426b9c324676610fbb01360473ed8,1000,web,mxn,failed
6875,2020-06-11 22:22:03.765000 UTC,d15426b9c324676610fbb01360473ed8,1000,web,mxn,failed
6931,2020-06-12 14:40:12.966000 UTC,d15426b9c324676610fbb01360473ed8,1111,web,mxn,failed
6932,2020-06-12 14:42:32.067000 UTC,d15426b9c324676610fbb01360473ed8,998,web,mxn,failed
7340,2020-06-17 14:16:24.758000 UTC,d15426b9c324676610fbb01360473ed8,2000,web,mxn,failed
7919,2020-06-29 19:59:27.192000 UTC,d15426b9c324676610fbb01360473ed8,15000,web,mxn,failed
8176,2020-07-04 00:40:04.482000 UTC,d15426b9c324676610fbb01360473ed8,5000,web,mxn,failed
8316,2020-07-08 04:22:09.272000 UTC,d15426b9c324676610fbb01360473ed8,1000,web,mxn,failed
8431,2020-07-09 02:16:51.423000 UTC,d15426b9c324676610fbb01360473ed8,200,web,mxn,failed
8432,2020-07-09 02:22:46.350000 UTC,d15426b9c324676610fbb01360473ed8,100,web,mxn,failed
8433,2020-07-09 02:52:39.833000 UTC,d15426b9c324676610fbb01360473ed8,1000,web,mxn,failed
8434,2020-07-09 02:59:15.278000 UTC,d15426b9c324676610fbb01360473ed8,100,web,mxn,failed
8477,2020-07-09 18:28:05.001000 UTC,d15426b9c324676610fbb01360473ed8,100,web,mxn,failed
8609,2020-07-10 00:10:59.503000 UTC,d15426b9c324676610fbb01360473ed8,100,web,mxn,failed
8393,2020-07-11 23:39:11.504000 UTC,d15426b9c324676610fbb01360473ed8,50000,web,mxn,failed
13235,2020-09-01 19:56:19.300000 UTC,d15426b9c324676610fbb01360473ed8,4000,web,mxn,failed
13236,2020-09-01 19:57:13.459000 UTC,d15426b9c324676610fbb01360473ed8,50,web,mxn,failed
13246,2020-09-01 21:44:50.020000 UTC,d15426b9c324676610fbb01360473ed8,50,web,mxn,failed
13247,2020-09-01 21:46:14.788000 UTC,d15426b9c324676610fbb01360473ed8,50,web,mxn,failed
13248,2020-09-01 21:46:40.719000 UTC,d15426b9c324676610fbb01360473ed8,50,web,mxn,failed
15643,2020-10-02 21:01:51.485000 UTC,d15426b9c324676610fbb01360473ed8,1,web,mxn,failed
48241,2021-09-30 19:16:44.513000 UTC,d2123a5b7e099ace2aa5d230edd9e1fd,250,app,ars,failed
48251,2021-09-30 22:00:53.748000 UTC,d2123a5b7e099ace2aa5d230edd9e1fd,150,app,ars,failed
10398,2020-07-30 04:50:53.194000 UTC,d25a34b9c2a87db380ecd7f7115882ec,100,web,mxn,failed
10399,2020-07-30 04:51:50.654000 UTC,d25a34b9c2a87db380ecd7f7115882ec,120,web,mxn,failed
4010,2020-05-22 17:30:45.958000 UTC,d494020ff8ec181ef98ed97ac3f25453,12.92,web,mxn,failed
